epi_year,epi_week,epi_week_label_x,avgtemp_sat,windspeed,precip,humidity_sat,epi_week_label_y,pm2_5,avgtemp,avghumidity,readings_per_week,date,ILI,ILD_deaths,pneumonia_u5,Severe pneumonia under 5 deaths,SARI,SARI_deaths,TB
2024,16,2024-W16,22.6,2.99,45.59,85.16,2024-W16,17.99,24.61,82.9,76.89,2024-04-21,1137.0,,152,3.0,238,1.0,896.0
2024,18,2024-W18,22.49,2.8,22.48,84.1,2024-W18,31.06,24.45,87.91,10.78,2024-05-05,711.0,,163,1.0,118,,771.0
2024,20,2024-W20,22.88,3.11,6.86,81.49,2024-W20,28.78,24.89,82.71,23.0,2024-05-19,1012.0,,139,3.0,196,,1004.0
2024,21,2024-W21,22.32,2.89,15.58,81.7,2024-W21,26.24,24.41,82.56,72.78,2024-05-26,967.0,,132,,187,2.0,1027.0
2024,22,2024-W22,23.26,2.63,8.26,78.95,2024-W22,39.73,25.67,79.11,64.0,2024-06-02,977.0,,125,2.0,196,,875.0
2024,25,2024-W25,21.84,2.93,19.37,76.99,2024-W25,40.91,23.24,79.33,34.44,2024-06-23,1149.0,,213,2.0,234,,1147.0
2024,26,2024-W26,21.16,3.92,1.61,73.49,2024-W26,49.5,23.08,75.5,409.0,2024-06-30,2062.0,,148,1.0,537,2.0,1081.0
2024,27,2024-W27,22.12,2.89,22.31,74.43,2024-W27,63.49,23.1,80.69,553.22,2024-07-07,1767.0,9.0,133,1.0,344,1.0,801.0
2024,28,2024-W28,22.01,2.65,11.35,76.66,2024-W28,53.41,22.88,86.58,273.67,2024-07-14,1789.0,,139,1.0,339,2.0,956.0
2024,29,2024-W29,22.45,1.97,3.8,74.29,2024-W29,59.04,22.61,85.2,602.11,2024-07-21,2040.0,1.0,147,3.0,459,2.0,902.0
2024,30,2024-W30,22.21,1.81,22.52,73.22,2024-W30,49.38,21.88,86.87,593.0,2024-07-28,2514.0,,166,2.0,446,4.0,976.0
2024,31,2024-W31,22.22,1.86,23.21,76.18,2024-W31,56.38,22.05,87.92,1250.25,2024-08-04,2884.0,,158,,526,,901.0
2024,32,2024-W32,23.2,2.14,5.42,67.88,2024-W32,50.23,23.04,83.2,890.0,2024-08-11,3498.0,82.0,172,1.0,595,4.0,891.0
2024,33,2024-W33,22.79,1.95,35.79,73.42,2024-W33,43.35,22.04,87.82,1079.44,2024-08-18,3196.0,,157,,567,,962.0
2024,34,2024-W34,22.23,2.15,4.74,72.12,2024-W34,53.97,21.95,82.43,769.33,2024-08-25,3055.0,,190,1.0,809,,1001.0
2024,35,2024-W35,23.4,2.09,15.47,70.35,2024-W35,46.53,22.88,83.88,1074.67,2024-09-01,2936.0,2.0,191,4.0,462,2.0,1059.0
2024,36,2024-W36,22.91,2.41,19.83,71.64,2024-W36,45.28,22.75,84.99,1107.78,2024-09-08,2005.0,,152,,356,13.0,916.0
2024,37,2024-W37,24.26,1.82,16.86,66.33,2024-W37,51.82,23.62,80.41,1091.56,2024-09-15,2099.0,,196,,606,2.0,1051.0
2024,38,2024-W38,23.09,1.94,88.6,76.89,2024-W38,39.81,22.92,80.44,1043.56,2024-09-22,1819.0,,186,1.0,325,2.0,1106.0
2024,39,2024-W39,22.69,2.22,18.96,76.36,2024-W39,39.92,23.33,82.46,965.5,2024-09-29,2085.0,,147,2.0,280,4.0,1143.0
2024,40,2024-W40,22.53,2.3,38.8,77.72,2024-W40,40.73,23.58,82.3,769.13,2024-10-06,1961.0,,181,,356,1.0,862.0
2024,42,2024-W42,22.05,2.08,62.34,82.33,2024-W42,44.22,22.94,87.7,85.0,2024-10-20,2595.0,,269,5.0,362,6.0,915.0
2024,43,2024-W43,22.75,1.84,32.9,80.31,2024-W43,38.73,23.45,86.5,1114.71,2024-10-27,1981.0,,191,,358,6.0,956.0
2024,44,2024-W44,22.46,2.05,11.93,81.11,2024-W44,37.57,22.83,85.74,1194.43,2024-11-03,2270.0,,191,,395,,947.0
2024,45,2024-W45,22.14,2.08,29.15,81.48,2024-W45,34.87,23.01,84.02,1158.57,2024-11-10,2048.0,3.0,209,,316,9.0,769.0
2024,46,2024-W46,21.93,1.84,33.23,83.4,2024-W46,42.82,23.08,85.78,993.0,2024-11-17,2228.0,,201,,347,3.0,866.0
2024,47,2024-W47,21.94,1.7,96.55,83.69,2024-W47,43.67,22.8519918699187,80.95684210526318,1208.25,2024-11-24,2201.0,5.0,148,,283,3.0,979.0
2024,48,2024-W48,20.88,2.56,14.25,84.65,2024-W48,39.07,22.8519918699187,64.17,2178.75,2024-12-01,1649.0,,169,2.0,394,1.0,901.0
2024,49,2024-W49,22.1,2.5,17.55,70.7,2024-W49,56.31,21.99,80.05,801.71,2024-12-08,2110.0,,178,2.0,371,,846.0
2024,50,2024-W50,23.45,2.31,7.42,71.08,2024-W50,45.31,23.5,84.45,530.43,2024-12-15,2029.0,,167,,354,,898.0
